"ko_id","symbol","name"
"K01829"," dsbH"," disulfide reductase [EC:1.8.-.-]"
"K00283"," gcvPB"," glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]"
"K00981"," E2.7.7.41, CDS1, CDS2, cdsA"," phosphatidate cytidylyltransferase [EC:2.7.7.41]"
"K00831"," serC, PSAT1"," phosphoserine aminotransferase [EC:2.6.1.52]"
"K13428"," EFR"," LRR receptor-like serine/threonine-protein kinase EFR [EC:2.7.11.1]"
"K08843"," LRRK1"," leucine-rich repeat kinase 1 [EC:2.7.11.1]"
"K16175"," SCRIB"," protein scribble"
"K22038"," LRRC8"," volume-regulated anion channel"
"K01405"," PRD1"," saccharolysin [EC:3.4.24.37]"
"K13726"," MEPB"," metallopeptidase MepB [EC:3.4.24.-]"
"K12199"," VTA1, LIP5"," vacuolar protein sorting-associated protein VTA1"
"K11863"," ATXN3, MJD"," Ataxin-3 [EC:3.4.22.-]"
"K01366"," CTSH"," cathepsin H [EC:3.4.22.16]"
"K19044"," XBAT32_33"," E3 ubiquitin-protein ligase XBAT32/33 [EC:2.3.2.27]"
"K12598"," MTR4, SKIV2L2"," ATP-dependent RNA helicase DOB1 [EC:3.6.4.13]"
"K13109"," IK, RED, RER"," IK cytokine"
"K05673"," ABCC4"," ATP-binding cassette, subfamily C (CFTR/MRP), member 4"
"K09503"," DNAJA2"," DnaJ homolog subfamily A member 2"
"K09517"," DNAJB11"," DnaJ homolog subfamily B member 11"
"K00491"," nos"," nitric-oxide synthase, bacterial [EC:1.14.14.47]"
"K01736"," aroC"," chorismate synthase [EC:4.2.3.5]"
"K07513"," ACAA1"," acetyl-CoA acyltransferase 1 [EC:2.3.1.16]"
"K15115"," SLC25A32, MFT"," solute carrier family 25 (mitochondrial folate transporter), member 32"
"K19755"," RSPH1"," radial spoke head protein 1"
"K11187"," PRDX5"," peroxiredoxin 5 [EC:1.11.1.24]"
"K08870"," TWF"," twinfilin"
"K14962"," WDR82, SWD2, CPS35"," COMPASS component SWD2"
"K02890"," RP-L22, MRPL22, rplV"," large subunit ribosomal protein L22"
"K02886"," RP-L2, MRPL2, rplB"," large subunit ribosomal protein L2"
"K06215"," pdxS, pdx1"," pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]"
"K11498"," CENPE, KIF10"," centromeric protein E"
"K01228"," MOGS"," mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]"
"K00856"," ADK, adoK"," adenosine kinase [EC:2.7.1.20]"
"K20180"," VPS16"," vacuolar protein sorting-associated protein 16"
"K07023"," YGK1, HDDC2"," 5'-deoxynucleotidase [EC:3.1.3.89]"
"K17539"," PDIK1L, CLIK1L"," serine/threonine-protein kinase PDIK1L [EC:2.7.11.1]"
"K11162"," RDH14"," retinol dehydrogenase 14 [EC:1.1.1.-]"
"K15028"," EIF3K"," translation initiation factor 3 subunit K"
"K17430"," MRPL49, NOF1"," large subunit ribosomal protein L49"
"K00002"," AKR1A1, adh"," alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
"K00011"," AKR1B"," aldehyde reductase [EC:1.1.1.21]"
"K09680"," PANK1_2_3, CAB1, coaW"," type II pantothenate kinase [EC:2.7.1.33]"
"K11086"," SNRPB, SMB"," small nuclear ribonucleoprotein B and B'"
"K22138"," MPC1"," mitochondrial pyruvate carrier 1"
"K22139"," MPC2"," mitochondrial pyruvate carrier 2"
"K01850"," E5.4.99.5"," chorismate mutase [EC:5.4.99.5]"
"K07199"," PRKAB"," 5'-AMP-activated protein kinase, regulatory beta subunit"
"K05609"," UCHL3, YUH1"," ubiquitin carboxyl-terminal hydrolase L3 [EC:3.4.19.12]"
"K02406"," fliC, hag"," flagellin"
"K11031"," slo"," thiol-activated cytolysin"
"K07146"," K07146"," UPF0176 protein"
"K15283"," SLC35E1"," solute carrier family 35, member E1"
"K12900"," SRSF10, FUSIP1"," serine/arginine-rich splicing factor 10"
"K03938"," NDUFS5"," NADH dehydrogenase (ubiquinone) Fe-S protein 5"
"K11093"," SNRP70"," U1 small nuclear ribonucleoprotein 70kDa"
"K10563"," mutM, fpg"," formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]"
"K12856"," PRPF8, PRP8"," pre-mRNA-processing factor 8"
"K06669"," SMC3, CSPG6"," structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6)"
"K00575"," cheR"," chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"
"K13924"," cheBR"," two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]"
"K12127"," TOC1, APRR1"," pseudo-response regulator 1"
"K12129"," PRR7"," pseudo-response regulator 7"
"K12130"," PRR5"," pseudo-response regulator 5"
"K16240"," SPA1_2"," protein suppressor of PHYA-105 1 and protein SPA1-related 2"
"K01945"," purD"," phosphoribosylamine---glycine ligase [EC:6.3.4.13]"
"K19040"," ATL76S"," E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27]"
"K03248"," EIF3G"," translation initiation factor 3 subunit G"
"K18441"," CYTH"," cytohesin"
"K15923"," AXY8, FUC95A, afcA"," alpha-L-fucosidase 2 [EC:3.2.1.51]"
"K16460"," CEP128"," centrosomal protein CEP128"
"K08907"," LHCA1"," light-harvesting complex I chlorophyll a/b binding protein 1"
"K04040"," chlG, bchG"," chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]"
"K13210"," FUBP"," far upstream element-binding protein"
"K10277"," KDM8, JMJD5"," [protein]-arginine 3-hydroxylase / protease [EC:1.14.11.73 3.4.-.-]"
"K20779"," RNF168"," E3 ubiquitin-protein ligase RNF168 [EC:2.3.2.31]"
"K07889"," RAB5C"," Ras-related protein Rab-5C"
"K02087"," CDK1, CDC2"," cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23]"
"K14407"," CSTF2, RNA15"," cleavage stimulation factor subunit 2"
"K21407"," APMAP"," adipocyte plasma membrane-associated protein"
"K10413"," DYNC1H"," dynein cytoplasmic 1 heavy chain"
"K22073"," IBA57"," transferase CAF17, mitochondrial [EC:2.1.-.-]"
"K17987"," NBR1"," next to BRCA1 gene 1 protein"
"K03539"," RPP1, RPP30"," ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]"
"K07881"," RAB14"," Ras-related protein Rab-14"
"K08228"," SLC43A1"," MFS transporter, LAT3 family, solute carrier family 43, member 1"
"K08229"," SLC43A2"," MFS transporter, LAT3 family, solute carrier family 43, member 2"
"K18342"," OTUD6"," OTU domain-containing protein 6 [EC:3.4.19.12]"
"K00675"," nhoA"," N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]"
"K11675"," IES1"," Ino eighty subunit 1"
"K20361"," USO1"," intracellular protein transport protein USO1"
"K14306"," NUP62, NSP1"," nuclear pore complex protein Nup62"
"K14307"," NUPL1, NUP49"," nucleoporin p58/p45"
"K14776"," DDX10, DBP4"," ATP-dependent RNA helicase DDX10/DBP4 [EC:3.6.4.13]"
"K12826"," SF3A2, SAP62"," splicing factor 3A subunit 2"
"K02218"," CSNK1, CKI"," casein kinase 1 [EC:2.7.11.1]"
"K14758"," HRR25"," casein kinase I homolog HRR25 [EC:2.7.11.1]"
"K21053"," ade"," adenine deaminase [EC:3.5.4.2]"
"K05543"," DUS2"," tRNA-dihydrouridine synthase 2 [EC:1.3.1.91]"
"K03235"," EF3, TEF3"," elongation factor 3"
"K01126"," E3.1.4.46, glpQ, ugpQ"," glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]"
"K12828"," SF3B1, SAP155"," splicing factor 3B subunit 1"
"K06689"," UBE2D, UBC4, UBC5"," ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]"
"K06626"," CCNE"," G1/S-specific cyclin-E1"
"K21993"," fdhC"," formate transporter"
"K05872"," NFKBIE"," NF-kappa-B inhibitor epsilon"
"K00798"," MMAB, pduO"," cob(I)alamin adenosyltransferase [EC:2.5.1.17]"
"K01409"," OSGEP, KAE1, QRI7"," N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]"
"K02735"," PSMB3"," 20S proteasome subunit beta 3 [EC:3.4.25.1]"
"K14676"," NTE, NRE"," lysophospholipid hydrolase [EC:3.1.1.5]"
"K19996"," SFH5"," phosphatidylinositol transfer protein SFH5"
"K03145"," TFIIS"," transcription elongation factor S-II"
"K12168"," HECW2"," E3 ubiquitin-protein ligase HECW2 [EC:2.3.2.26]"
"K02051"," ABC.SN.S"," NitT/TauT family transport system substrate-binding protein"
"K12848"," SNU23"," U4/U6.U5 tri-snRNP component SNU23"
"K05275"," E1.1.1.65"," pyridoxine 4-dehydrogenase [EC:1.1.1.65]"
"K17790"," TIM22"," mitochondrial import inner membrane translocase subunit TIM22"
"K04728"," ATM, TEL1"," serine-protein kinase ATM [EC:2.7.11.1]"
"K02027"," ABC.MS.S"," multiple sugar transport system substrate-binding protein"
"K14963"," WDR5, SWD3, CPS30"," COMPASS component SWD3"
"K11426"," SMYD"," [histone H3]-lysine4/36 N-trimethyltransferase SMYD [EC:2.1.1.354 2.1.1.357]"
"K06221"," dkgA"," 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]"
"K00145"," argC"," N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]"
"K00796"," folP"," dihydropteroate synthase [EC:2.5.1.15]"
"K18824"," sul2"," dihydropteroate synthase type 2 [EC:2.5.1.15]"
"K01899"," LSC1"," succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]"
"K01724"," PCBD, phhB"," 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]"
"K12822"," RBM25, S164"," RNA-binding protein 25"
"K06182"," rluF"," 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]"
"K02553"," rraA, menG"," regulator of ribonuclease activity A"
"K11420"," EHMT"," [histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355]"
"K00016"," LDH, ldh"," L-lactate dehydrogenase [EC:1.1.1.27]"
"K03264"," EIF6"," translation initiation factor 6"
"K01607"," pcaC"," 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]"
"K11491"," NCAPD3"," condensin-2 complex subunit D3"
"K06990"," MEMO1"," MEMO1 family protein"
"K03286"," TC.OOP"," OmpA-OmpF porin, OOP family"
"K09833"," HPT, HGGT, ubiA"," homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]"
"K13800"," CMPK1, UMPK"," UMP-CMP kinase [EC:2.7.4.14]"
"K02725"," PSMA1"," 20S proteasome subunit alpha 6 [EC:3.4.25.1]"
"K15279"," SLC35C1, FUCT1"," solute carrier family 35 (GDP-fucose transporter), member C1"
"K13701"," ABHD8"," abhydrolase domain-containing protein 8"
"K19367"," SPG21"," maspardin"
"K10624"," RBBP6"," E3 ubiquitin-protein ligase RBBP6 [EC:2.3.2.27]"
"K02730"," PSMA6"," 20S proteasome subunit alpha 1 [EC:3.4.25.1]"
"K17593"," ANKRD42, SARP"," ankyrin repeat domain-containing protein 42"
"K11927"," rhlE"," ATP-dependent RNA helicase RhlE [EC:3.6.4.13]"
"K07164"," K07164"," uncharacterized protein"
"K03524"," birA"," BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
"K05661"," ABCB6"," ATP-binding cassette, subfamily B (MDR/TAP), member 6"
"K04575"," ALS2"," amyotrophic lateral sclerosis 2 protein"
"K07095"," K07095"," uncharacterized protein"
"K18467"," VPS29"," vacuolar protein sorting-associated protein 29"
"K08288"," PRKCSH"," protein kinase C substrate 80K-H"
"K13517"," MBOAT1_2"," lysophospholipid acyltransferase 1/2 [EC:2.3.1.51 2.3.1.-]"
"K03648"," UNG, UDG"," uracil-DNA glycosylase [EC:3.2.2.27]"
"K02726"," PSMA2"," 20S proteasome subunit alpha 2 [EC:3.4.25.1]"
"K06883"," K06883"," uncharacterized protein"
"K13984"," TXNDC5, ERP46"," thioredoxin domain-containing protein 5"
"K14830"," MAK11, PAK1IP1"," protein MAK11"
"K11714"," RGXT"," rhamnogalacturonan II specific xylosyltransferase [EC:2.4.2.-]"
"K07090"," K07090"," uncharacterized protein"
"K12741"," HNRNPA1_3"," heterogeneous nuclear ribonucleoprotein A1/A3"
"K13158"," HNRNPA2B1"," heterogeneous nuclear ribonucleoprotein A2/B1"
"K03237"," EIF2S1"," translation initiation factor 2 subunit 1"
"K20181"," VPS18, PEP3"," vacuolar protein sorting-associated protein 18"
"K03046"," rpoC"," DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]"
"K10598"," PPIL2, CYC4, CHP60"," peptidyl-prolyl cis-trans isomerase-like 2 [EC:5.2.1.8]"
"K11497"," CENPC"," centromere protein C"
"K06047"," TTL"," tubulin---tyrosine ligase [EC:6.3.2.25]"
"K16603"," TTLL9"," tubulin polyglutamylase TTLL9 [EC:6.3.2.61]"
"K15289"," SLC35F5"," solute carrier family 35, member F5"
"K04507"," CACYBP, SIP"," calcyclin binding protein"
"K09495"," CCT3, TRIC5"," T-complex protein 1 subunit gamma"
"K01307"," GGH"," gamma-glutamyl hydrolase [EC:3.4.19.9]"
"K14402"," CPSF2, CFT2"," cleavage and polyadenylation specificity factor subunit 2"
"K01251"," AHCY, ahcY"," adenosylhomocysteinase [EC:3.13.2.1]"
"K03428"," bchM, chlM"," magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]"
"K07003"," K07003"," uncharacterized protein"
"K15984"," rsmJ"," 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]"
"K10583"," UBE2S, E2EPF"," ubiquitin-conjugating enzyme E2 S [EC:2.3.2.23]"
"K03030"," PSMD14, RPN11, POH1"," 26S proteasome regulatory subunit N11"
"K15292"," STXBP1, MUNC18-1"," syntaxin-binding protein 1"
"K01530"," E7.6.2.1"," phospholipid-translocating ATPase [EC:7.6.2.1]"
"K15128"," MED6"," mediator of RNA polymerase II transcription subunit 6"
"K04974"," TRPV5"," transient receptor potential cation channel subfamily V member 5"
"K04975"," TRPV6"," transient receptor potential cation channel subfamily V member 6"
"K03043"," rpoB"," DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]"
"K01191"," MAN2C1"," alpha-mannosidase [EC:3.2.1.24]"
"K05864"," PPID, CYPD"," peptidyl-prolyl isomerase D [EC:5.2.1.8]"
"K00161"," PDHA, pdhA"," pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]"
"K00752"," hasA"," hyaluronan synthase [EC:2.4.1.212]"
"K00571"," E2.1.1.72"," site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]"
"K01176"," AMY, amyA, malS"," alpha-amylase [EC:3.2.1.1]"
"K08874"," TRRAP"," transformation/transcription domain-associated protein"
"K11434"," PRMT1"," type I protein arginine methyltransferase [EC:2.1.1.319]"
"K00311"," ETFDH"," electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]"
"K10666"," RNF5"," E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]"
"K07461"," K07461"," putative endonuclease"
"K07575"," MCTS, TMA20"," malignant T-cell-amplified sequence"
"K10903"," HUS1"," HUS1 checkpoint protein"
"K02482"," flgS"," two-component system, NtrC family, sensor kinase [EC:2.7.13.3]"
"K03164"," TOP2"," DNA topoisomerase II [EC:5.6.2.2]"
"K10736"," MCM10"," minichromosome maintenance protein 10"
"K02437"," gcvH, GCSH"," glycine cleavage system H protein"
"K00507"," SCD, desC"," stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]"
"K03062"," PSMC1, RPT2"," 26S proteasome regulatory subunit T2"
"K02155"," ATPeV0C, ATP6L"," V-type H+-transporting ATPase 16kDa proteolipid subunit"
"K02449"," CDK10"," cyclin-dependent kinase 10 [EC:2.7.11.22]"
"K19477"," PRKG2"," cGMP-dependent protein kinase 2 [EC:2.7.11.12]"
"K10684"," UBLE1A, SAE1"," ubiquitin-like 1-activating enzyme E1 A [EC:6.2.1.45]"
"K02977"," RP-S27Ae, RPS27A, UBA80"," ubiquitin-small subunit ribosomal protein S27Ae"
"K13096"," SF4, SUGP1"," splicing factor 4"
"K22265"," NLRP4"," NACHT, LRR and PYD domains-containing protein 4"
"K03470"," rnhB"," ribonuclease HII [EC:3.1.26.4]"
"K14563"," NOP1, FBL"," rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]"
"K04078"," groES, HSPE1"," chaperonin GroES"
"K18670"," YAK1"," dual specificity protein kinase YAK1 [EC:2.7.12.1]"
"K02372"," fabZ"," 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]"
"K12854"," SNRNP200, BRR2"," pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]"
"K00721"," DPM1"," dolichol-phosphate mannosyltransferase [EC:2.4.1.83]"
"K14548"," UTP4, CIRH1A"," U3 small nucleolar RNA-associated protein 4"
"K08850"," AURKX"," aurora kinase, other [EC:2.7.11.1]"
"K10860"," ALKBH3, DEPC1"," mRNA N1-methyladenine demethylase [EC:1.14.11.54]"
"K10777"," LIG4, DNL4"," DNA ligase 4 [EC:6.5.1.1]"
"K01609"," trpC"," indole-3-glycerol phosphate synthase [EC:4.1.1.48]"
"K02542"," MCM6"," DNA replication licensing factor MCM6 [EC:5.6.2.3]"
"K02991"," RP-S6e, RPS6"," small subunit ribosomal protein S6e"
"K00022"," HADH"," 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"
"K00336"," nuoG"," NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]"
"K18332"," hndD"," NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]"
"K13237"," DECR2, SPS19"," 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal [EC:1.3.1.124]"
"K19977"," ART5"," ADP-ribosyltransferase 5 [EC:2.4.2.31]"
"K00919"," ispE"," 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]"
"K14050"," RABGGTA"," geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]"
"K14847"," RPF2"," ribosome production factor 2"
"K00372"," nasC, nasA"," assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]"
"K10758"," QSOX"," thiol oxidase [EC:1.8.3.2]"
"K06643"," MDM2"," E3 ubiquitin-protein ligase Mdm2 [EC:2.3.2.27]"
"K03072"," secD"," preprotein translocase subunit SecD"
"K12257"," secDF"," SecD/SecF fusion protein"
"K08081"," TR1"," tropinone reductase I [EC:1.1.1.206]"
"K00589"," MET1"," uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"K17822"," DCUN1D1_2"," DCN1-like protein 1/2"
"K03239"," EIF2B1"," translation initiation factor eIF-2B subunit alpha"
"K08901"," psbQ"," photosystem II oxygen-evolving enhancer protein 3"
"K07870"," RHOT1, ARHT1"," mitochondrial Rho GTPase 1 [EC:3.6.5.-]"
"K10634"," PJA2"," E3 ubiquitin-protein ligase Praja2 [EC:2.3.2.27]"
"K04773"," sppA"," protease IV [EC:3.4.21.-]"
"K10661"," MARCH6, DOA10"," E3 ubiquitin-protein ligase MARCH6 [EC:2.3.2.27]"
"K04774"," sohB"," serine protease SohB [EC:3.4.21.-]"
"K03767"," PPIA"," peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]"
"K09565"," PPIF"," peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8]"
"K22072"," ISCA2"," iron-sulfur cluster assembly 2"
"K02377"," TSTA3, fcl"," GDP-L-fucose synthase [EC:1.1.1.271]"
"K10842"," MNAT1"," CDK-activating kinase assembly factor MAT1"
"K13336"," PEX3"," peroxin-3"
"K03269"," lpxH"," UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
"K00991"," ispD"," 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]"
"K06139"," pqqE"," PqqA peptide cyclase [EC:1.21.98.4]"
"K00901"," dgkA, DGK"," diacylglycerol kinase (ATP) [EC:2.7.1.107]"
"K02885"," RP-L19e, RPL19"," large subunit ribosomal protein L19e"
"K03236"," EIF1A"," translation initiation factor 1A"
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) [EC:5.3.1.1]"
"K00434"," E1.11.1.11"," L-ascorbate peroxidase [EC:1.11.1.11]"
"K00921"," PIKFYVE, FAB1"," 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]"
"K03649"," mug"," double-stranded uracil-DNA glycosylase [EC:3.2.2.28]"
"K00974"," cca"," tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]"
"K07040"," yceD, ylbN"," DUF177 domain-containing protein"
"K03621"," plsX"," phosphate acyltransferase [EC:2.3.1.274]"
"K03120"," TBP, tbp"," transcription initiation factor TFIID TATA-box-binding protein"
"K03139"," TFIIF2, GTF2F2, TFG2"," transcription initiation factor TFIIF subunit beta [EC:5.6.2.-]"
"K01379"," CTSD"," cathepsin D [EC:3.4.23.5]"
"K13946"," AUX1, LAX"," auxin influx carrier (AUX1 LAX family)"
"K01662"," dxs"," 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]"
"K13119"," FAM50, XAP5"," protein FAM50"
"K01764"," HCCS"," cytochrome c heme-lyase [EC:4.4.1.17]"
"K06276"," PDPK1"," 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]"
"K02369"," EXTL2"," alpha-1,4-N-acetylglucosaminyltransferase EXTL2 [EC:2.4.1.223]"
"K04794"," PTH2, PTRH2"," peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]"
"K02149"," ATPeV1D, ATP6M"," V-type H+-transporting ATPase subunit D"
"K15085"," SLC25A42"," solute carrier family 25, member 42"
"K17900"," ATG15, AUT5"," lipase ATG15 [EC:3.1.1.3]"
"K14510"," CTR1"," serine/threonine-protein kinase CTR1 [EC:2.7.11.1]"
"K08680"," menH"," 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]"
"K03357"," APC10, ANAPC10, DOC1"," anaphase-promoting complex subunit 10"
"K02987"," RP-S4e, RPS4"," small subunit ribosomal protein S4e"
"K02012"," afuA, fbpA"," iron(III) transport system substrate-binding protein"
"K17972"," NAA20, NAT3"," N-terminal acetyltransferase B complex catalytic subunit [EC:2.3.1.254]"
"K15710"," SHPRH"," E3 ubiquitin-protein ligase SHPRH [EC:5.6.2.- 2.3.2.27]"
"K12839"," SMNDC1, SPF30"," survival of motor neuron-related-splicing factor 30"
"K00480"," E1.14.13.1"," salicylate hydroxylase [EC:1.14.13.1]"
"K13238"," ECI1, DCI"," Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]"
"K01419"," hslV, clpQ"," ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]"
"K14552"," NAN1, UTP17, WDR75"," NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)"
"K03110"," ftsY"," fused signal recognition particle receptor"
"K09140"," TSR3"," pre-rRNA-processing protein TSR3"
"K18442"," ARFGEF, BIG"," brefeldin A-inhibited guanine nucleotide-exchange protein"
"K16091"," fecA"," Fe(3+) dicitrate transport protein"
"K04712"," DEGS"," sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]"
"K00034"," gdh"," glucose 1-dehydrogenase [EC:1.1.1.47]"
"K03943"," NDUFV2"," NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]"
"K00793"," ribE, RIB5"," riboflavin synthase [EC:2.5.1.9]"
"K01750"," E4.3.1.12, ocd"," ornithine cyclodeaminase [EC:4.3.1.12]"
"K00515"," BCMO1, BCDO1"," beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]"
"K10252"," BCDO2"," beta,beta-carotene 9',10'-dioxygenase [EC:1.13.11.71]"
"K18048"," ninaB"," carotenoid isomerooxygenase [EC:1.13.11.65]"
"K17725"," ETHE1"," sulfur dioxygenase [EC:1.13.11.18]"
"K03141"," TFIIH1, GTF2H1, TFB1"," transcription initiation factor TFIIH subunit 1"
"K11425"," WHSC1L1, NSD3"," [histone H3]-lysine4 N-dimethyltransferase / [histone H3]-lysine27 N-dimethyltransferase [EC:2.1.1.370 2.1.1.371]"
"K01455"," E3.5.1.49"," formamidase [EC:3.5.1.49]"
