"orfs","ko_iteration","ko_id","V1"
"NODE_12173_length_2223_cov_253.169767_g5448_i0.p1","ko:_1","K01689",NA
"NODE_12173_length_2223_cov_253.169767_g5448_i0.p2","ko:_1","K01689",NA
"NODE_12176_length_2223_cov_82.916744_g5449_i0.p4","ko:_1","K01188",NA
"NODE_12176_length_2223_cov_82.916744_g5449_i0.p4","ko:_2","K15262",NA
"NODE_12178_length_2223_cov_56.880465_g2803_i4.p4","ko:_1","K14760",NA
"NODE_12178_length_2223_cov_56.880465_g2803_i4.p4","ko:_2","K20798",NA
"NODE_12178_length_2223_cov_56.880465_g2803_i4.p5","ko:_1","K14760",NA
"NODE_12178_length_2223_cov_56.880465_g2803_i4.p5","ko:_2","K20798",NA
"NODE_12179_length_2223_cov_54.451628_g5450_i0.p1","ko:_1","K13093",NA
"NODE_12179_length_2223_cov_54.451628_g5450_i0.p1","ko:_2","K13098",NA
"NODE_12180_length_2223_cov_53.528837_g5451_i0.p2","ko:_1","K08176",NA
"NODE_12181_length_2223_cov_41.518140_g4225_i2.p1","ko:_1","K00472",NA
"NODE_12182_length_2223_cov_32.716744_g5036_i1.p1","ko:_1","K07735",NA
"NODE_12183_length_2223_cov_30.874884_g4645_i1.p1","ko:_1","K01137",NA
"NODE_12184_length_2223_cov_27.238140_g5452_i0.p1","ko:_1","K15631",NA
"NODE_12185_length_2223_cov_25.692093_g5453_i0.p2","ko:_1","K12823",NA
"NODE_12186_length_2223_cov_22.136279_g5454_i0.p1","ko:_1","K16754",NA
"NODE_12188_length_2223_cov_20.300000_g5455_i0.p5","ko:_1","K12818",NA
"NODE_1218_length_4507_cov_22.788904_g325_i8.p5","ko:_1","K18158",NA
"NODE_1218_length_4507_cov_22.788904_g325_i8.p3","ko:_1","K07465",NA
"NODE_12191_length_2223_cov_12.363721_g1196_i2.p1","ko:_1","K03854",NA
"NODE_12191_length_2223_cov_12.363721_g1196_i2.p1","ko:_2","K10967",NA
"NODE_12192_length_2222_cov_1249.808748_g4955_i1.p1","ko:_1","K02940",NA
"NODE_12192_length_2222_cov_1249.808748_g4955_i1.p1","ko:_2","K04077",NA
"NODE_12194_length_2222_cov_99.785482_g5457_i0.p3","ko:_1","K01090",NA
"NODE_12194_length_2222_cov_99.785482_g5457_i0.p3","ko:_2","K14501",NA
"NODE_12194_length_2222_cov_99.785482_g5457_i0.p2","ko:_1","K01090",NA
"NODE_12194_length_2222_cov_99.785482_g5457_i0.p2","ko:_2","K14501",NA
"NODE_12195_length_2222_cov_56.379246_g5458_i0.p2","ko:_1","K00213",NA
"NODE_12196_length_2222_cov_56.162401_g3512_i3.p1","ko:_1","K13667",NA
"NODE_12197_length_2222_cov_38.346208_g2831_i3.p5","ko:_1","K12375",NA
"NODE_12198_length_2222_cov_37.690088_g5459_i0.p1","ko:_1","K21919",NA
"NODE_1219_length_4504_cov_47.014895_g171_i4.p1","ko:_1","K01408",NA
"NODE_1219_length_4504_cov_47.014895_g171_i4.p2","ko:_1","K01408",NA
"NODE_12203_length_2221_cov_761.372905_g1600_i12.p2","ko:_1","K00252",NA
"NODE_12203_length_2221_cov_761.372905_g1600_i12.p2","ko:_2","K06689",NA
"NODE_12203_length_2221_cov_761.372905_g1600_i12.p2","ko:_3","K10746",NA
"NODE_12205_length_2221_cov_408.662942_g5003_i1.p2","ko:_1","K05916",NA
"NODE_12205_length_2221_cov_408.662942_g5003_i1.p2","ko:_2","K13822",NA
"NODE_12205_length_2221_cov_408.662942_g5003_i1.p2","ko:_3","K13827",NA
"NODE_12205_length_2221_cov_408.662942_g5003_i1.p2","ko:_4","K21893",NA
"NODE_12208_length_2221_cov_49.848696_g5463_i0.p1","ko:_1","K14298",NA
"NODE_12208_length_2221_cov_49.848696_g5463_i0.p2","ko:_1","K14298",NA
"NODE_12210_length_2221_cov_39.516294_g3930_i1.p1","ko:_1","K01044",NA
"NODE_12210_length_2221_cov_39.516294_g3930_i1.p1","ko:_2","K01049",NA
"NODE_12210_length_2221_cov_39.516294_g3930_i1.p1","ko:_3","K01050",NA
"NODE_12210_length_2221_cov_39.516294_g3930_i1.p1","ko:_4","K01063",NA
"NODE_12210_length_2221_cov_39.516294_g3930_i1.p1","ko:_5","K03927",NA
"NODE_12210_length_2221_cov_39.516294_g3930_i1.p1","ko:_6","K07378",NA
"NODE_12210_length_2221_cov_39.516294_g3930_i1.p1","ko:_7","K14999",NA
"NODE_12210_length_2221_cov_39.516294_g3930_i1.p1","ko:_8","K15743",NA
"NODE_12212_length_2221_cov_32.894786_g4105_i1.p1","ko:_1","K20444",NA
"NODE_12213_length_2221_cov_27.971601_g4863_i1.p2","ko:_1","K07964",NA
"NODE_12215_length_2220_cov_431.802981_g2439_i8.p1","ko:_1","K00274",NA
"NODE_12215_length_2220_cov_431.802981_g2439_i8.p1","ko:_2","K12815",NA
"NODE_12216_length_2220_cov_95.966931_g4994_i1.p1","ko:_1","K01969",NA
"NODE_12218_length_2220_cov_42.353051_g5465_i0.p1","ko:_1","K03978",NA
"NODE_12221_length_2220_cov_25.911970_g5466_i0.p1","ko:_1","K00472",NA
"NODE_12221_length_2220_cov_25.911970_g5466_i0.p1","ko:_2","K20222",NA
"NODE_12226_length_2219_cov_100.853215_g5470_i0.p1","ko:_1","K08745",NA
"NODE_12226_length_2219_cov_100.853215_g5470_i0.p1","ko:_2","K08746",NA
"NODE_12226_length_2219_cov_100.853215_g5470_i0.p1","ko:_3","K08748",NA
"NODE_12226_length_2219_cov_100.853215_g5470_i0.p1","ko:_4","K08749",NA
"NODE_12226_length_2219_cov_100.853215_g5470_i0.p1","ko:_5","K08772",NA
"NODE_12227_length_2219_cov_81.634203_g5471_i0.p1","ko:_1","K03327",NA
"NODE_12232_length_2219_cov_47.012116_g2472_i2.p1","ko:_1","K20792",NA
"NODE_12234_length_2219_cov_29.012582_g5474_i0.p1","ko:_1","K12824",NA
"NODE_12239_length_2218_cov_449.074126_g4752_i1.p5","ko:_1","K02976",NA
"NODE_12239_length_2218_cov_449.074126_g4752_i1.p5","ko:_2","K13379",NA
"NODE_12239_length_2218_cov_449.074126_g4752_i1.p5","ko:_3","K18739",NA
"NODE_12240_length_2218_cov_130.183683_g4638_i2.p4","ko:_1","K07755",NA
"NODE_12241_length_2218_cov_87.709557_g5050_i1.p1","ko:_1","K14411",NA
"NODE_12242_length_2218_cov_77.758508_g2635_i1.p1","ko:_1","K00863",NA
"NODE_12243_length_2218_cov_76.598135_g5099_i1.p3","ko:_1","K00650",NA
"NODE_12243_length_2218_cov_76.598135_g5099_i1.p3","ko:_2","K06129",NA
"NODE_12246_length_2218_cov_44.001399_g1129_i2.p8","ko:_1","K21440",NA
"NODE_12248_length_2218_cov_40.736131_g5481_i0.p1","ko:_1","K00666",NA
"NODE_12248_length_2218_cov_40.736131_g5481_i0.p1","ko:_2","K01897",NA
"NODE_12250_length_2218_cov_22.803263_g5482_i0.p2","ko:_1","K20784",NA
"NODE_12251_length_2218_cov_22.230303_g3729_i1.p1","ko:_1","K17506",NA
"NODE_12252_length_2218_cov_15.134732_g5483_i0.p1","ko:_1","K01227",NA
"NODE_12252_length_2218_cov_15.134732_g5483_i0.p1","ko:_2","K20308",NA
"NODE_12252_length_2218_cov_15.134732_g5483_i0.p5","ko:_1","K01227",NA
"NODE_12252_length_2218_cov_15.134732_g5483_i0.p5","ko:_2","K20308",NA
"NODE_12253_length_2218_cov_14.508159_g5484_i0.p5","ko:_1","K07407",NA
"NODE_12253_length_2218_cov_14.508159_g5484_i0.p1","ko:_1","K07407",NA
"NODE_12254_length_2217_cov_2664.790112_g2100_i2.p3","ko:_1","K09529",NA
"NODE_12254_length_2217_cov_2664.790112_g2100_i2.p6","ko:_1","K01802",NA
"NODE_12257_length_2217_cov_106.638526_g4661_i2.p3","ko:_1","K00495",NA
"NODE_12257_length_2217_cov_106.638526_g4661_i2.p3","ko:_2","K00512",NA
"NODE_12257_length_2217_cov_106.638526_g4661_i2.p3","ko:_3","K07408",NA
"NODE_12257_length_2217_cov_106.638526_g4661_i2.p3","ko:_4","K07418",NA
"NODE_12257_length_2217_cov_106.638526_g4661_i2.p3","ko:_5","K11868",NA
"NODE_12257_length_2217_cov_106.638526_g4661_i2.p3","ko:_6","K20617",NA
"NODE_12261_length_2217_cov_51.562034_g5486_i0.p3","ko:_1","K07964",NA
"NODE_12261_length_2217_cov_51.562034_g5486_i0.p1","ko:_1","K07964",NA
"NODE_12262_length_2217_cov_49.998601_g5087_i1.p1","ko:_1","K00472",NA
"NODE_12263_length_2217_cov_49.931437_g3851_i2.p1","ko:_1","K00504",NA
"NODE_12263_length_2217_cov_49.931437_g3851_i2.p1","ko:_2","K18200",NA
"NODE_12265_length_2217_cov_42.537313_g2361_i3.p1","ko:_1","K05034",NA
"NODE_12265_length_2217_cov_42.537313_g2361_i3.p1","ko:_2","K05038",NA
"NODE_12265_length_2217_cov_42.537313_g2361_i3.p1","ko:_3","K05048",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p9","ko:_1","K12469",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p9","ko:_2","K12476",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p9","ko:_3","K12477",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p9","ko:_4","K12483",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p3","ko:_1","K12469",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p3","ko:_2","K12476",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p3","ko:_3","K12477",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p3","ko:_4","K12483",NA
"NODE_1226_length_4499_cov_93.715093_g533_i0.p2","ko:_1","K00815",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p2","ko:_1","K01081",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p2","ko:_2","K04608",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p2","ko:_3","K04612",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p2","ko:_4","K05750",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p2","ko:_5","K05857",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p2","ko:_6","K11268",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p2","ko:_7","K20305",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p3","ko:_1","K01081",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p3","ko:_2","K04608",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p3","ko:_3","K04612",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p3","ko:_4","K05750",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p3","ko:_5","K05857",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p3","ko:_6","K11268",NA
"NODE_12270_length_2217_cov_13.047575_g5488_i0.p3","ko:_7","K20305",NA
"NODE_12271_length_2216_cov_411.956603_g330_i10.p5","ko:_1","K01495",NA
"NODE_12271_length_2216_cov_411.956603_g330_i10.p2","ko:_1","K07151",NA
"NODE_12272_length_2216_cov_196.876342_g5489_i0.p2","ko:_1","K01265",NA
"NODE_12272_length_2216_cov_196.876342_g5489_i0.p5","ko:_1","K01265",NA
"NODE_12273_length_2216_cov_137.487634_g3266_i1.p1","ko:_1","K15335",NA
"NODE_12273_length_2216_cov_137.487634_g3266_i1.p1","ko:_2","K19625",NA
"NODE_12276_length_2216_cov_74.920672_g871_i1.p1","ko:_1","K08871",NA
"NODE_12276_length_2216_cov_74.920672_g871_i1.p1","ko:_2","K11721",NA
"NODE_12276_length_2216_cov_74.920672_g871_i1.p1","ko:_3","K11722",NA
"NODE_12276_length_2216_cov_74.920672_g871_i1.p1","ko:_4","K11724",NA
"NODE_12277_length_2216_cov_58.212786_g2719_i2.p1","ko:_1","K20165",NA
"NODE_12279_length_2216_cov_50.758749_g5492_i0.p1","ko:_1","K10396",NA
"NODE_1227_length_4499_cov_27.865341_g534_i0.p1","ko:_1","K06236",NA
"NODE_1227_length_4499_cov_27.865341_g534_i0.p1","ko:_2","K14437",NA
"NODE_12280_length_2216_cov_43.578628_g3869_i3.p2","ko:_1","K00326",NA
"NODE_12280_length_2216_cov_43.578628_g3869_i3.p2","ko:_2","K20349",NA
"NODE_12282_length_2216_cov_23.394307_g5494_i0.p1","ko:_1","K06811",NA
"NODE_12282_length_2216_cov_23.394307_g5494_i0.p1","ko:_2","K10779",NA
"NODE_12282_length_2216_cov_23.394307_g5494_i0.p1","ko:_3","K10875",NA
"NODE_12282_length_2216_cov_23.394307_g5494_i0.p1","ko:_4","K10877",NA
"NODE_12283_length_2216_cov_21.060663_g5495_i0.p2","ko:_1","K02599",NA
"NODE_12283_length_2216_cov_21.060663_g5495_i0.p2","ko:_2","K17495",NA
"NODE_12284_length_2216_cov_13.146990_g5496_i0.p1","ko:_1","K00910",NA
"NODE_12284_length_2216_cov_13.146990_g5496_i0.p1","ko:_2","K04345",NA
"NODE_12284_length_2216_cov_13.146990_g5496_i0.p1","ko:_3","K04688",NA
"NODE_12285_length_2215_cov_470.035948_g330_i11.p3","ko:_1","K07151",NA
"NODE_12288_length_2215_cov_80.883754_g2212_i5.p1","ko:_1","K06119",NA
"NODE_1228_length_4499_cov_16.103028_g535_i0.p1","ko:_1","K17545",NA
"NODE_12294_length_2215_cov_31.493464_g5057_i1.p1","ko:_1","K03114",NA
"NODE_12298_length_2214_cov_395.408688_g4080_i2.p5","ko:_1","K15029",NA
"NODE_12298_length_2214_cov_395.408688_g4080_i2.p2","ko:_1","K08235",NA
"NODE_12298_length_2214_cov_395.408688_g4080_i2.p2","ko:_2","K09645",NA
"NODE_12298_length_2214_cov_395.408688_g4080_i2.p2","ko:_3","K15029",NA
"NODE_12298_length_2214_cov_395.408688_g4080_i2.p1","ko:_1","K15029",NA
"NODE_12299_length_2214_cov_86.752452_g4976_i1.p1","ko:_1","K20365",NA
"NODE_12299_length_2214_cov_86.752452_g4976_i1.p1","ko:_2","K20367",NA
"NODE_1229_length_4498_cov_53.551412_g536_i0.p1","ko:_1","K12855",NA
"NODE_122_length_7158_cov_31.319689_g40_i1.p1","ko:_1","K14310",NA
"NODE_12308_length_2213_cov_128.798598_g5503_i0.p1","ko:_1","K00006",NA
"NODE_12308_length_2213_cov_128.798598_g5503_i0.p2","ko:_1","K00006",NA
"NODE_12309_length_2213_cov_100.558879_g5504_i0.p1","ko:_1","K00814",NA
"NODE_12309_length_2213_cov_100.558879_g5504_i0.p3","ko:_1","K00814",NA
"NODE_12310_length_2213_cov_85.391589_g5078_i1.p1","ko:_1","K04345",NA
"NODE_12310_length_2213_cov_85.391589_g5078_i1.p1","ko:_2","K19477",NA
"NODE_12316_length_2213_cov_22.468224_g5507_i0.p1","ko:_1","K01426",NA
"NODE_12316_length_2213_cov_22.468224_g5507_i0.p1","ko:_2","K19870",NA
"NODE_12318_length_2212_cov_425.530622_g2116_i1.p1","ko:_1","K11420",NA
"NODE_12319_length_2212_cov_115.930341_g1204_i5.p4","ko:_1","K03320",NA
"NODE_12319_length_2212_cov_115.930341_g1204_i5.p6","ko:_1","K03320",NA
"NODE_1231_length_4495_cov_49.014021_g481_i1.p1","ko:_1","K01469",NA
"NODE_12322_length_2212_cov_68.313698_g469_i5.p2","ko:_1","K11269",NA
"NODE_12322_length_2212_cov_68.313698_g469_i5.p1","ko:_1","K11269",NA
"NODE_12324_length_2212_cov_51.417017_g5510_i0.p1","ko:_1","K04419",NA
"NODE_12324_length_2212_cov_51.417017_g5510_i0.p3","ko:_1","K04419",NA
"NODE_12325_length_2212_cov_41.585320_g4363_i1.p1","ko:_1","K12375",NA
"NODE_12326_length_2212_cov_41.266947_g5033_i1.p1","ko:_1","K20782",NA
"NODE_12327_length_2212_cov_31.678822_g5511_i0.p1","ko:_1","K14570",NA
"NODE_12327_length_2212_cov_31.678822_g5511_i0.p1","ko:_2","K19920",NA
"NODE_12334_length_2211_cov_102.151543_g2991_i2.p1","ko:_1","K00611",NA
"NODE_12334_length_2211_cov_102.151543_g2991_i2.p1","ko:_2","K00975",NA
"NODE_12334_length_2211_cov_102.151543_g2991_i2.p3","ko:_1","K07055",NA
"NODE_12334_length_2211_cov_102.151543_g2991_i2.p3","ko:_2","K12834",NA
"NODE_12334_length_2211_cov_102.151543_g2991_i2.p3","ko:_3","K15450",NA
"NODE_12336_length_2211_cov_91.640318_g1969_i3.p1","ko:_1","K13076",NA
"NODE_12336_length_2211_cov_91.640318_g1969_i3.p1","ko:_2","K21734",NA
"NODE_12336_length_2211_cov_91.640318_g1969_i3.p1","ko:_3","K21737",NA
"NODE_12336_length_2211_cov_91.640318_g1969_i3.p8","ko:_1","K13076",NA
"NODE_12336_length_2211_cov_91.640318_g1969_i3.p8","ko:_2","K21734",NA
"NODE_12336_length_2211_cov_91.640318_g1969_i3.p8","ko:_3","K21737",NA
"NODE_12339_length_2211_cov_31.246960_g5517_i0.p2","ko:_1","K15116",NA
"NODE_12339_length_2211_cov_31.246960_g5517_i0.p2","ko:_2","K21403",NA
"NODE_1233_length_4493_cov_36.876923_g537_i0.p1","ko:_1","K01408",NA
"NODE_1233_length_4493_cov_36.876923_g537_i0.p13","ko:_1","K01408",NA
"NODE_12340_length_2211_cov_23.872778_g5518_i0.p2","ko:_1","K03849",NA
"NODE_12341_length_2211_cov_18.040692_g2448_i1.p1","ko:_1","K05658",NA
"NODE_12341_length_2211_cov_18.040692_g2448_i1.p2","ko:_1","K05658",NA
"NODE_12343_length_2210_cov_1165.095461_g1361_i6.p1","ko:_1","K10752",NA
"NODE_12343_length_2210_cov_1165.095461_g1361_i6.p1","ko:_2","K11659",NA
"NODE_12346_length_2210_cov_77.494619_g2134_i4.p1","ko:_1","K06653",NA
"NODE_12348_length_2210_cov_69.709874_g3011_i1.p1","ko:_1","K18061",NA
"NODE_1234_length_4492_cov_405.443087_g538_i0.p6","ko:_1","K00366",NA
"NODE_1234_length_4492_cov_405.443087_g538_i0.p6","ko:_2","K00392",NA
"NODE_1234_length_4492_cov_405.443087_g538_i0.p4","ko:_1","K20472",NA
"NODE_1234_length_4492_cov_405.443087_g538_i0.p8","ko:_1","K00366",NA
"NODE_1234_length_4492_cov_405.443087_g538_i0.p8","ko:_2","K00392",NA
"NODE_12350_length_2210_cov_63.701451_g3687_i1.p1","ko:_1","K00771",NA
"NODE_12350_length_2210_cov_63.701451_g3687_i1.p2","ko:_1","K00771",NA
"NODE_12351_length_2210_cov_55.193262_g5522_i0.p2","ko:_1","K15272",NA
"NODE_12351_length_2210_cov_55.193262_g5522_i0.p1","ko:_1","K15272",NA
"NODE_12352_length_2210_cov_53.530650_g4687_i1.p1","ko:_1","K01487",NA
"NODE_12353_length_2210_cov_38.775386_g1430_i3.p2","ko:_1","K13024",NA
"NODE_12353_length_2210_cov_38.775386_g1430_i3.p1","ko:_1","K13024",NA
"NODE_12354_length_2210_cov_34.670098_g5523_i0.p10","ko:_1","K11366",NA
"NODE_12354_length_2210_cov_34.670098_g5523_i0.p9","ko:_1","K11366",NA
"NODE_12355_length_2210_cov_33.614413_g4463_i3.p1","ko:_1","K20792",NA
"NODE_12356_length_2210_cov_31.574169_g4386_i1.p3","ko:_1","K18999",NA
"NODE_12356_length_2210_cov_31.574169_g4386_i1.p2","ko:_1","K15732",NA
"NODE_1235_length_4492_cov_85.349400_g90_i3.p5","ko:_1","K03235",NA
"NODE_1235_length_4492_cov_85.349400_g90_i3.p1","ko:_1","K03657",NA
"NODE_1235_length_4492_cov_85.349400_g90_i3.p3","ko:_1","K03235",NA
"NODE_12360_length_2210_cov_22.883482_g2953_i1.p4","ko:_1","K20854",NA
"NODE_12361_length_2210_cov_21.918109_g4953_i1.p1","ko:_1","K11927",NA
"NODE_12362_length_2210_cov_20.986430_g5525_i0.p1","ko:_1","K15073",NA
"NODE_12364_length_2209_cov_463.095037_g4028_i2.p1","ko:_1","K01652",NA
"NODE_12368_length_2209_cov_84.294476_g4362_i1.p2","ko:_1","K01057",NA
"NODE_12371_length_2209_cov_55.845974_g5526_i0.p1","ko:_1","K14676",NA
"NODE_12371_length_2209_cov_55.845974_g5526_i0.p1","ko:_2","K18550",NA
"NODE_12373_length_2209_cov_41.970037_g2926_i2.p1","ko:_1","K00485",NA
"NODE_12373_length_2209_cov_41.970037_g2926_i2.p1","ko:_2","K03379",NA
"NODE_12373_length_2209_cov_41.970037_g2926_i2.p1","ko:_3","K08869",NA
"NODE_12373_length_2209_cov_41.970037_g2926_i2.p2","ko:_1","K00485",NA
"NODE_12373_length_2209_cov_41.970037_g2926_i2.p2","ko:_2","K03379",NA
"NODE_12373_length_2209_cov_41.970037_g2926_i2.p2","ko:_3","K08869",NA
"NODE_12374_length_2209_cov_39.393258_g4208_i1.p1","ko:_1","K21919",NA
"NODE_12375_length_2209_cov_33.878745_g5527_i0.p3","ko:_1","K09935",NA
"NODE_12376_length_2209_cov_26.382022_g179_i3.p4","ko:_1","K08857",NA
"NODE_12378_length_2209_cov_22.328652_g3733_i1.p1","ko:_1","K00472",NA
"NODE_1237_length_4490_cov_53.779488_g536_i1.p1","ko:_1","K12855",NA
"NODE_12380_length_2209_cov_14.062266_g5530_i0.p1","ko:_1","K14997",NA
"NODE_12381_length_2209_cov_10.908708_g5531_i0.p4","ko:_1","K08815",NA
"NODE_12381_length_2209_cov_10.908708_g5531_i0.p2","ko:_1","K08815",NA
"NODE_12382_length_2209_cov_8.299157_g70_i2.p1","ko:_1","K19525",NA
"NODE_12382_length_2209_cov_8.299157_g70_i2.p1","ko:_2","K19527",NA
"NODE_12382_length_2209_cov_8.299157_g70_i2.p3","ko:_1","K19525",NA
"NODE_12382_length_2209_cov_8.299157_g70_i2.p3","ko:_2","K19527",NA
"NODE_12383_length_2208_cov_828.132084_g5065_i1.p1","ko:_1","K15042",NA
"NODE_12383_length_2208_cov_828.132084_g5065_i1.p1","ko:_2","K15043",NA
"NODE_12385_length_2208_cov_87.268384_g4412_i1.p1","ko:_1","K01641",NA
"NODE_12386_length_2208_cov_64.950820_g5532_i0.p1","ko:_1","K01195",NA
"NODE_12386_length_2208_cov_64.950820_g5532_i0.p2","ko:_1","K01195",NA
"NODE_12387_length_2208_cov_51.074941_g5087_i2.p1","ko:_1","K00472",NA
"NODE_12390_length_2208_cov_37.186417_g5534_i0.p1","ko:_1","K00463",NA
"NODE_12391_length_2208_cov_31.956909_g3356_i2.p1","ko:_1","K01110",NA
"NODE_12391_length_2208_cov_31.956909_g3356_i2.p1","ko:_2","K03065",NA
"NODE_1239_length_4487_cov_189.490711_g390_i3.p1","ko:_1","K06628",NA
"NODE_12402_length_2207_cov_145.017338_g2504_i1.p1","ko:_1","K00738",NA
"NODE_12402_length_2207_cov_145.017338_g2504_i1.p1","ko:_2","K17768",NA
"NODE_12403_length_2207_cov_132.659325_g5540_i0.p1","ko:_1","K09131",NA
"NODE_12404_length_2207_cov_123.301781_g2623_i1.p1","ko:_1","K04459",NA
"NODE_12404_length_2207_cov_123.301781_g2623_i1.p1","ko:_2","K09578",NA
"NODE_12404_length_2207_cov_123.301781_g2623_i1.p1","ko:_3","K13216",NA
"NODE_12404_length_2207_cov_123.301781_g2623_i1.p1","ko:_4","K14165",NA
"NODE_12404_length_2207_cov_123.301781_g2623_i1.p1","ko:_5","K17086",NA
"NODE_12404_length_2207_cov_123.301781_g2623_i1.p1","ko:_6","K18047",NA
"NODE_12404_length_2207_cov_123.301781_g2623_i1.p1","ko:_7","K21278",NA
"NODE_12408_length_2207_cov_34.825211_g5543_i0.p2","ko:_1","K11816",NA
"NODE_12408_length_2207_cov_34.825211_g5543_i0.p3","ko:_1","K11816",NA
"NODE_12410_length_2207_cov_28.642924_g5101_i1.p1","ko:_1","K08342",NA
"NODE_12410_length_2207_cov_28.642924_g5101_i1.p1","ko:_2","K16462",NA
"NODE_12410_length_2207_cov_28.642924_g5101_i1.p1","ko:_3","K17478",NA
"NODE_12410_length_2207_cov_28.642924_g5101_i1.p1","ko:_4","K18060",NA
"NODE_12412_length_2206_cov_1612.154243_g5545_i0.p3","ko:_1","K12812",NA
"NODE_12412_length_2206_cov_1612.154243_g5545_i0.p3","ko:_2","K13182",NA
"NODE_12414_length_2206_cov_265.912799_g3962_i1.p1","ko:_1","K09540",NA
"NODE_12414_length_2206_cov_265.912799_g3962_i1.p2","ko:_1","K09540",NA
"NODE_12418_length_2206_cov_58.546648_g1942_i5.p5","ko:_1","K01106",NA
"NODE_12418_length_2206_cov_58.546648_g1942_i5.p2","ko:_1","K01106",NA
"NODE_12419_length_2206_cov_45.311767_g3335_i1.p1","ko:_1","K01874",NA
"NODE_12421_length_2206_cov_26.448195_g5549_i0.p1","ko:_1","K01262",NA
"NODE_12424_length_2205_cov_183.162289_g5552_i0.p6","ko:_1","K09458",NA
"NODE_12424_length_2205_cov_183.162289_g5552_i0.p2","ko:_1","K09458",NA
"NODE_12425_length_2205_cov_53.915103_g5553_i0.p1","ko:_1","K15216",NA
"NODE_12427_length_2205_cov_40.320356_g1773_i2.p4","ko:_1","K20180",NA
"NODE_12427_length_2205_cov_40.320356_g1773_i2.p1","ko:_1","K20180",NA
"NODE_12428_length_2205_cov_33.674484_g3887_i1.p1","ko:_1","K20824",NA
"NODE_12429_length_2205_cov_33.367261_g5555_i0.p1","ko:_1","K15865",NA
"NODE_12430_length_2205_cov_31.425891_g3845_i2.p1","ko:_1","K20477",NA
"NODE_12431_length_2205_cov_29.843809_g5090_i1.p1","ko:_1","K17985",NA
"NODE_12431_length_2205_cov_29.843809_g5090_i1.p1","ko:_2","K22382",NA
"NODE_12433_length_2205_cov_15.368199_g5557_i0.p1","ko:_1","K13071",NA
"NODE_12436_length_2204_cov_78.564993_g5559_i0.p1","ko:_1","K01497",NA
"NODE_12436_length_2204_cov_78.564993_g5559_i0.p1","ko:_2","K14652",NA
"NODE_12437_length_2204_cov_77.662130_g5089_i1.p1","ko:_1","K00225",NA
"NODE_12438_length_2204_cov_45.227123_g5523_i1.p8","ko:_1","K11366",NA
"NODE_12438_length_2204_cov_45.227123_g5523_i1.p1","ko:_1","K11366",NA
"NODE_1243_length_4484_cov_28.841306_g541_i0.p5","ko:_1","K01892",NA
"NODE_1243_length_4484_cov_28.841306_g541_i0.p2","ko:_1","K16196",NA
"NODE_12440_length_2204_cov_42.391835_g3048_i2.p1","ko:_1","K14833",NA
"NODE_12441_length_2204_cov_33.893008_g3317_i2.p1","ko:_1","K08994",NA
"NODE_12443_length_2204_cov_25.548569_g5560_i0.p1","ko:_1","K12951",NA
"NODE_12443_length_2204_cov_25.548569_g5560_i0.p1","ko:_2","K20777",NA
"NODE_12443_length_2204_cov_25.548569_g5560_i0.p2","ko:_1","K20777",NA
"NODE_12445_length_2204_cov_22.291882_g5561_i0.p1","ko:_1","K00464",NA
"NODE_12449_length_2203_cov_180.018779_g5563_i0.p1","ko:_1","K08825",NA
"NODE_1244_length_4482_cov_14.633023_g542_i0.p4","ko:_1","K16794",NA
"NODE_1244_length_4482_cov_14.633023_g542_i0.p4","ko:_2","K17708",NA
"NODE_1244_length_4482_cov_14.633023_g542_i0.p1","ko:_1","K16794",NA
"NODE_1244_length_4482_cov_14.633023_g542_i0.p1","ko:_2","K17708",NA
"NODE_12450_length_2203_cov_177.013615_g784_i2.p2","ko:_1","K01872",NA
"NODE_12450_length_2203_cov_177.013615_g784_i2.p4","ko:_1","K01872",NA
"NODE_12451_length_2203_cov_132.019249_g5564_i0.p1","ko:_1","K17498",NA
"NODE_12452_length_2203_cov_88.485915_g3162_i2.p2","ko:_1","K14682",NA
